1.0275,0.13323,0.022534,5.7679,-41.086,2.4557,56.65,16,9,10,12,8,5,9.8414,-5.145,1.4764,9.1942,10,8,7,9,7,7,6108,-295,2541,2.414e+06
0.72968,0.14231,0.016678,15.15,-99.777,-25.707,943.91,7,8,7,14,9,2,13.804,-3.7578,3.7937,10.623,16,11,11,7,7,6,3609,384,2300.3,5.8767e+05
0.87255,0.13932,0.018112,-2.8285,-79.328,-40.801,168.94,16,5,8,5,10,2,12.45,-28.673,-7.9516,47.208,6,7,6,8,10,3,4178,852,2423.1,6.4158e+05
0.64189,0.10543,0.0097384,-23.816,-82.434,-48.882,157.72,12,7,8,10,7,4,5.206,-16.065,-3.3488,21.421,5,7,11,6,6,6,4027,1281,2571.1,4.0581e+05
0.81569,0.15717,0.03036,19.732,-127.22,-48.299,1263.9,9,6,7,14,5,10,8.8114,-19.994,-6.0767,49.29,5,7,4,4,8,4,2180,56,798.14,1.2923e+05
0.28277,0.047675,0.0031632,-12.529,-143.11,-81.508,763.34,15,8,8,14,12,7,6.9079,-27.228,-6.8383,39.42,4,5,7,4,10,8,5231,-260,1745.3,1.9096e+06
0.63529,0.064091,0.0062814,14.301,-30.23,-7.3587,78.748,7,4,5,5,2,2,10.417,-5.3819,2.435,7.6338,5,3,4,4,5,3,2011,101,702.55,1.846e+05
0.92026,0.15738,0.019695,27.153,-49.27,-8.8264,128.45,8,6,12,7,12,5,-1.676,-47.093,-27.67,64.119,4,9,8,9,7,8,2938,-264,1185.8,4.808e+05
1.0078,0.15711,0.056609,7.5385,-59.645,-19.045,189.8,9,4,5,2,5,4,15.344,-18.525,-3.3428,53.956,5,4,4,4,6,6,2162,-415,623.66,3.8962e+05
0.77353,0.084731,0.007666,20.325,-111.51,-53.05,554.19,9,7,10,11,5,5,5.6766,-37.386,-12.154,58.882,4,10,5,5,10,6,3877,926,2440.4,4.3256e+05
0.76176,0.10334,0.017108,-2.381,-71.525,-36.794,152.47,10,7,7,3,6,6,-0.067974,-30.809,-13.107,49.842,4,9,8,4,8,4,3078,495,1777.3,3.9624e+05
1.0353,0.074732,0.012791,12.196,-39.543,-5.0154,115.38,8,11,6,7,6,5,9.4832,-20.644,-1.8729,38.724,6,11,7,7,6,4,2006,-1773,6.3125,5.567e+05
0.91765,0.10599,0.011822,-13.791,-90.506,-46.712,247.95,16,11,12,9,9,10,11.875,-7.2895,0.55987,12.958,7,7,9,5,6,10,2974,-177,1458.9,4.9089e+05
0.70588,0.11653,0.012361,-16.758,-94.284,-56.399,276.91,8,11,12,7,11,10,0.0031287,-34.227,-17.096,52.184,4,6,7,12,8,6,3723,-585,1382.6,8.5622e+05
0.45588,0.073702,0.0050621,4.1848,-66.189,-31.817,139.89,14,5,7,9,8,8,8.9734,-16.656,-3.9707,29.877,8,9,7,9,4,5,2680,181,1437.8,2.3093e+05
0.73725,0.075517,0.0064786,40.072,15.239,29.294,25.664,15,10,10,10,11,10,8.6989,-13.748,-0.67025,20.886,12,7,12,6,9,10,2002,-839,449.36,4.2475e+05
1.0314,0.1185,0.022803,8.2574,-58.383,-20.281,119.45,6,4,4,4,10,10,8.43,-11.785,-2.5357,15.388,6,9,7,12,8,4,3110,-469,555.08,1.0802e+06
0.56471,0.085248,0.01041,5.6928,-71.725,-15.965,393.12,5,9,9,13,5,4,10.425,-6.5113,1.1055,12.38,10,9,7,8,7,9,3675,-885,900.17,1.5178e+06
0.90245,0.10944,0.016606,5.4323,-28.296,-7.3546,30.767,15,4,7,8,7,4,9.7376,-9.6696,-0.62514,10.434,5,6,8,6,8,7,1911,-845,294.88,4.5893e+05
0.80523,0.12169,0.013686,-13.892,-94.499,-49.332,342.73,14,10,10,12,10,8,7.88,-17.181,-4.1778,20.575,8,10,8,9,10,5,6382,2187,4478.8,1.1216e+06
0.68235,0.072717,0.015888,7.3594,-68.283,-27.035,212.73,11,10,10,12,10,10,8.6046,-22.507,-4.0303,33.721,9,9,11,11,10,4,1015,-1611,-341.1,3.0081e+05
0.58711,0.082061,0.012404,33.387,24.821,30.56,2.2579,16,11,11,11,12,9,6.5261,-33.479,-12.51,39.106,6,11,11,6,12,9,955,-2204,-343.75,2.7816e+05
0.6902,0.12379,0.014206,19.688,-108.29,-47.91,1005.6,6,6,10,9,11,4,6.1066,-44.972,-17.418,73.023,11,6,9,12,5,7,3423,22,1612.8,6.6767e+05
0.85294,0.12065,0.016529,44.761,25.145,38.535,11.152,11,8,8,10,8,7,2.0243,-20.88,-9.8358,18.586,4,3,6,5,7,8,4104,-1316,1383.3,1.4554e+06
0.68235,0.13756,0.019155,5.2787,-88.558,-35.088,331.1,10,10,10,9,10,9,2.6981,-24.597,-9.8171,39.246,6,11,9,6,5,6,3642,238,2404.8,5.1923e+05
0.90245,0.10151,0.011948,17.617,-84.539,-17.184,926.96,3,7,7,14,5,4,6.9675,-34.235,-7.4125,109.6,8,2,5,8,11,6,6749,-385,2767.2,2.9716e+06
0.68235,0.10125,0.017156,7.3598,-30.379,-13.354,52.712,11,2,10,6,3,2,8.535,-15.068,-1.9242,22.401,5,5,5,7,5,2,5207,250,2393.1,2.0371e+06
0.77353,0.089704,0.012757,16.679,-63.119,-15.018,401.81,9,6,8,8,8,10,13.925,-6.1314,2.8343,13.268,6,4,5,6,5,6,2106,-495,257.69,2.6118e+05
0.6902,0.11295,0.014466,6.7452,-76.838,-35.936,224.12,12,1,11,14,5,2,12.493,-31.64,-13.909,64.871,5,5,12,4,2,7,843,-174,335.78,54776
0.61176,0.066762,0.016126,3.9581,-39.81,-15.598,93.786,12,9,9,4,10,2,6.9715,-6.0435,1.2852,5.1019,6,6,6,7,5,5,1285,-347,248.79,1.8797e+05
0.56591,0.090102,0.0082505,-8.7251,-72.611,-39.35,144.43,9,6,8,3,6,7,6.2609,-30.435,-11.868,47.049,4,4,11,13,5,3,4258,257,2219.8,8.594e+05
0.80523,0.13534,0.018759,5.3221,-16.709,0.40188,10.388,8,2,6,5,2,1,6.6092,-4.4647,0.93271,5.1118,5,3,4,5,5,3,4781,-60,1816.5,8.2488e+05
0.58711,0.11195,0.016453,-23.979,-135.72,-82.315,368.69,16,8,8,13,5,8,-0.70575,-34.204,-14.198,57.264,4,7,3,7,8,6,2030,-572,564.36,2.4641e+05
0.87619,0.068025,0.010389,-13.521,-97.326,-46.446,226.96,16,7,11,10,11,5,9.9072,-22.007,-5.1678,31.998,5,4,7,11,5,7,5868,491,2328.4,1.2202e+06
0.97955,0.12318,0.014499,-7.7844,-102.91,-52.235,324.73,10,6,8,11,3,6,2.2464,-38.759,-15.002,74.576,4,8,8,5,2,8,3448,-949,527.62,1.0225e+06
1.0235,0.075507,0.01136,37.781,7.2401,30.872,22.945,9,6,7,10,7,9,1.5129,-31.019,-11.282,47.762,11,11,9,14,8,6,3168,-744,841.44,7.3522e+05
0.61078,0.06787,0.00731,44.147,16.949,35.118,19.821,11,8,8,10,8,7,8.5564,-15.79,-3.4263,22.103,8,5,8,8,9,4,3650,-2674,97.609,1.6955e+06
0.6902,0.11284,0.013535,-5.4148,-127.83,-55.207,652.44,10,5,4,6,4,3,8.0641,-70.123,-22.988,202.91,6,4,6,5,2,8,5177,993,3067.2,7.9432e+05
0.58711,0.099119,0.013616,6.0619,-62.691,-20.918,245.28,13,8,9,14,8,6,8.5436,-4.5398,3.3284,7.3203,8,6,6,6,5,5,2497,81,1084.7,2.682e+05
0.3014,0.049117,0.0035432,-8.2744,-64.208,-29.466,123.21,10,5,5,13,3,2,1.2416,-37.363,-12.988,35.558,5,8,4,11,7,3,3807,-1808,1002,1.367e+06
0.6028,0.16216,0.017592,-19.538,-109.64,-58.423,263.17,16,9,10,10,5,7,7.803,-40.333,-19.274,68.57,4,5,12,4,10,9,6009,-156,2470.6,1.9249e+06
1.051,0.15816,0.018886,24.178,-31.792,0.51704,122.94,8,6,12,7,12,5,23.588,-59.136,-20.999,370.59,8,10,12,8,11,10,2985,153,1503.6,4.678e+05
0.88688,0.063549,0.0083735,-6.4462,-104.61,-43.55,257.05,9,2,12,5,8,4,8.2155,-13.041,-2.1801,22.145,5,9,4,4,4,4,6330,214,2092.1,1.5666e+06
1.102,0.087219,0.014867,-12.197,-94.413,-51.904,337.19,11,4,11,11,9,2,10.985,-7.8655,1.0684,10.574,12,3,4,3,5,3,8610,152,3101.7,3.3e+06
0.42468,0.058932,0.0030165,-9.1758,-111.43,-49.964,345.71,11,6,7,14,6,5,10.931,-19.588,-6.994,40.429,7,10,9,11,9,10,5569,460,2279.5,1.2108e+06
1.1255,0.17368,0.02269,-5.2311,-56.661,-29.913,115.31,10,7,9,8,12,10,9.7806,-1.6583,4.1191,4.8978,15,11,12,11,9,8,5359,958,2856.6,1.207e+06
0.56695,0.12584,0.012289,5.14,-43.37,-10.424,119.72,6,7,6,3,2,2,12.13,-0.74759,5.615,7.7072,5,3,4,4,4,4,5215,-448,1260.5,1.2554e+06
0.58711,0.11109,0.016224,-28.409,-97.697,-54.512,156.54,10,11,6,10,5,9,0.41365,-31.785,-15.032,42.295,4,4,12,8,5,5,3854,97,1290.6,5.3687e+05
0.54269,0.065434,0.0048836,7.8386,-8.7066,7.6895,1.51,7,8,9,13,8,4,14.072,-10.286,0.57223,17.725,16,6,4,4,8,6,3621,-53,1862.8,6.713e+05
0.88067,0.13442,0.022054,-9.6838,-86.129,-37.264,181.71,12,7,3,3,6,5,1.345,-34.093,-16.241,47.084,5,7,5,7,7,7,3088,-178,1113.4,5.3624e+05
0.99632,0.14488,0.022545,13.281,-59.071,-24.775,204.02,10,4,9,8,3,4,12.928,-35.708,-3.386,148.57,5,5,12,13,2,9,4912,202,2277.8,1.2839e+06
1.098,0.14468,0.015425,13.002,-140.01,-49.17,578.32,10,7,9,7,8,2,9.3602,-20.123,-2.285,21.185,5,4,4,5,12,5,4945,425,2446.6,1.2429e+06
0.6963,0.10981,0.010424,-28.838,-112.7,-66.246,275.14,10,6,10,13,10,6,0.61744,-39.163,-16.801,61.532,4,9,5,14,5,6,3166,134,1838,5.9812e+05
0.9614,0.16048,0.018439,-16.966,-106.9,-50.548,185.39,6,7,9,10,10,7,0.30405,-37.732,-15.425,50.184,5,7,9,6,9,7,3287,626,2195.5,4.3535e+05
0.8833,0.10532,0.013164,13.409,-28.533,10.2,49.966,8,6,12,7,12,5,5.4071,-16.012,-4.1833,25.058,11,8,7,7,9,7,4256,164,2136.9,8.4142e+05
0.59336,0.082345,0.0057099,4.6112,-35.734,-13.312,71.471,10,11,4,4,4,6,9.7224,-2.3797,2.4675,5.5992,13,7,8,7,5,6,4550,1037,2636.3,6.0958e+05
0.47582,0.089012,0.0065826,2.225,2.225,2.225,2.851e-29,11,7,12,13,12,8,21.821,-33.979,3.4072,64.711,13,10,9,11,12,9,3802,1,2115.8,6.4353e+05
0.68235,0.10316,0.018072,2.5954,-79.485,-31.765,177.68,14,7,10,10,8,6,10.097,-8.5884,0.96464,10.622,6,8,7,7,8,2,1408,-550,61.547,2.2408e+05
0.35294,0.056319,0.0036097,1.9643,-98.851,-44.878,366.17,12,8,10,11,10,10,6.0883,-21.696,-6.6051,29.239,6,7,6,11,10,9,2942,-1431,1019.4,1.0287e+06
0.9909,0.16443,0.023036,6.4429,-68.872,-24.695,190.13,8,11,8,7,9,5,10.39,-36.735,-13.982,73.544,4,11,8,8,7,4,4883,433,2522.3,7.2395e+05
0.6902,0.11183,0.01625,9.9576,-27.21,-6.2056,38.741,9,2,5,3,3,4,8.9678,-22.786,-5.15,33.782,5,9,5,5,4,4,3188,-49,1361.5,4.6266e+05
0.93529,0.17618,0.030671,-4.9673,-95.644,-51.114,279.38,13,10,8,9,10,10,10.98,-9.4095,-1.1405,15.386,7,10,7,8,9,9,2140,-215,534.98,2.7467e+05
